FlowDuration,TotalFwdPackets,TotalBackwardPackets,FwdPacketLengthMean,BwdPacketLengthMean,FlowBytesPerSec,FlowPacketsPerSec,Label
555840,825,393,399.8916822228917,136.83319246072884,811162.6038791322,488.0922602649759,0
902649,2266,631,277.34351239418356,490.00273159840845,32825.49881924013,927.4228364827622,1
273539,937,3717,412.9661542750081,298.12928761635106,467859.4626341599,520.9913886493571,0
331237,2801,1848,315.7293962915103,354.86854240051014,646621.1336575553,487.5984380495609,0
528179,2554,2656,392.2027366063987,3.678914812707268,830032.6836280747,578.3291027043042,0
565895,3846,980,299.28149660888,259.1028660912604,49273.65358277147,689.2297363629519,1
489493,1797,4530,207.0705341078331,18.76432876590156,852438.8856418731,106.88337508703138,0
256841,54,3403,478.9729299630688,284.61510604572396,548400.9367419117,821.1105277415161,0
473255,727,3872,270.5569124394224,460.3854248180377,197313.97057605992,435.50502745325923,0
349458,2737,278,302.5447592702692,484.2095652502039,317255.2164497,72.34850989748554,0
665988,3171,233,110.24381970737463,270.2763376944621,281929.55175156076,786.1826691982131,1
270937,1914,1553,312.8253947136382,229.102402626108,530859.0342884758,376.9499716862721,1
239932,1597,3271,285.80382474147194,472.508547124247,51685.67991113182,100.36749509505394,0
239630,1915,2410,92.41919897351248,336.80491599834755,158536.15849992353,633.7790395432505,0
205042,2467,3513,29.793548676571856,32.44963976920473,812693.0433757824,880.1313534336417,1
698362,2738,26,302.17965985738556,232.86278883374877,132603.99074681106,887.7535094139863,0
731913,850,461,381.8461346751603,120.12250923215196,233396.26945812698,957.6634748089732,0
417114,2110,3765,261.7006854610041,234.90216072434077,453370.6056041573,867.705459766688,0
68149,3,3432,113.38631265982285,227.73278600318088,517120.88811333047,2.140919345475223,0
777090,4256,3484,333.2609883465175,291.072401407371,763610.4796141586,380.2411664133902,0
648532,4070,1995,40.05286330480112,178.38524517462562,447332.42666618776,818.5425799055031,1
251996,4877,491,220.9168524009773,82.13522472796403,789864.6210355387,366.25300599847424,0
906607,893,1073,81.6833791992101,251.85971729497814,618346.3070454574,601.5485063797062,0
678844,2031,3174,92.22952552994168,415.10144217288104,113099.73942382245,606.316947374532,1
910791,3161,216,101.14697457910182,332.00611403380117,156331.43839283858,365.02530403882304,0
572844,2377,1724,193.35352852198895,169.1839329626079,437033.7254497708,904.4739272812876,0
256509,4676,1593,25.575102810198814,467.7615113794286,396889.3930890396,503.2283453861176,0
803592,1934,2607,198.8967204645491,456.10378562459107,743544.2696372946,464.7842059375008,0
896943,1381,159,255.85372355735043,104.67419969204938,580737.1397973519,997.5137456618959,1
106531,3682,4782,241.6471424831626,19.708792560181486,388133.0810022493,493.50036407261666,1
604366,1291,3314,191.39205020152028,370.6543541753811,170760.28345038564,178.39825192858106,0
822353,1641,2842,419.5733040353762,413.8051306745766,226837.10232549516,513.069422863438,1
460338,2683,1777,72.66334621025206,483.93228297567765,575501.018469059,814.0167355199301,0
724840,988,2053,252.848371890687,444.91819704415536,423438.8048997925,776.8603268982814,1
805890,1219,2296,31.020708478277147,300.2673841032074,514927.50886067207,788.581765108471,0
459774,1356,1697,35.577839438954875,265.0261696061904,170677.43530223367,708.0237839979118,0
208262,4266,2994,286.93292483854816,13.920525631293145,662906.2523445658,254.2178290666882,0
764470,4617,2470,283.0092124439105,123.32822342238892,852538.740855967,862.0840858402314,0
341098,4136,1947,439.01675642222847,229.80737586646322,257939.50678690057,893.4434653762651,0
315140,1561,3810,278.9368378300366,314.2519500417839,491514.22583182657,194.15269661854907,0
171830,1419,2784,479.8955102024251,278.62591665920536,975527.3290209018,130.45563655139392,1
271837,955,3645,24.347424199964884,371.31799484084524,333241.74055072764,975.6049685891121,0
438975,984,2501,49.00384239037054,139.88346544352044,595046.3449237612,868.3239636503679,1
989914,975,3646,22.032930785190697,282.47630382623663,90195.70020024436,893.2361472099467,0
202284,4134,2646,92.63842516677,44.071121695396066,606015.0024794432,886.3763846243952,0
196770,3973,2350,270.63505547083906,206.83276179160347,89631.7733046179,541.6868240337284,1
561354,914,1933,322.786090713714,375.0804164773005,959235.4353238221,646.4017366657997,0
223166,4550,3295,22.792578974334397,346.700426714522,715662.6520723114,545.3628521336417,1
623588,37,1758,472.9854449227997,495.3213685860895,788159.7881357064,51.20634919032907,1
950111,3388,1117,421.08268832519053,138.945562993878,704104.3607716368,745.5030853527727,0
535823,1712,2568,148.30624107854658,249.09464958698956,589729.0360764657,505.3320333358803,0
487880,3021,3500,38.59376511323398,164.76520688699836,449912.7810855054,647.7090747902298,0
564686,796,493,84.94353660952864,220.30155702958737,858373.3797610624,502.6398049755353,0
782039,4037,3307,63.472206877486336,428.47506493469405,956835.667543063,491.81132232245596,0
353532,4689,620,61.64188964947343,342.1045375942433,499036.1729040813,171.78910947776683,1
263161,3112,3233,259.280844332867,441.22059567379085,931535.049155262,278.71371514114895,0
579880,1325,3824,122.92372124670014,101.75555416594322,583332.9099885175,158.8526919439558,0
220885,318,2381,179.06985826457222,436.680558920719,538384.1868964332,195.66629562534243,0
23248,2397,1547,494.7526666921612,29.88113708919221,454482.7329553567,972.9773804203049,1
24301,2163,4959,342.15712446267236,444.2996402185762,209287.76153011987,153.11344577219842,0
467282,2746,3564,474.4903335235007,164.53688973036395,3719.6608180591893,269.27042430520765,0
607087,1592,1606,71.2782775165578,157.29381670703324,241506.22685606126,590.589657738585,0
533557,3112,3753,191.06973741628462,256.04428834933196,509723.17160356516,610.1785762366419,1
348952,3931,4676,277.3659016411771,470.3450938616159,379959.95225975255,153.97412974382908,1
274330,1997,1891,38.379030944369006,23.890682340702686,448485.2280026338,793.7174257852123,0
719065,1313,1276,2.0937218139789326,176.11548753537264,980648.2195640496,785.202867912825,1
742140,1286,2744,335.21716689845874,428.28599434166784,350272.3706693276,237.31770420389108,0
432316,4312,2494,320.9097584007177,198.02723871773335,452182.9393601079,288.66630267546043,1
926076,2384,357,205.3944049998059,99.5784487985335,133515.55135281957,937.987865459497,0
516589,3240,870,244.8220380160163,212.3970906657059,47957.732436987644,825.6714459794781,0
236585,2140,886,207.7215002960448,192.77625074583466,775409.5145924946,697.7970330625238,0
562333,1705,2002,12.002522422444429,457.7081007333517,570683.1750719786,82.23322151060053,0
837647,363,1284,167.68580310873122,380.96718787154856,760704.806043895,418.2640809025757,1
978733,2605,620,88.54112769864491,252.5577778720032,149862.79888655164,559.3018720768271,0
376897,1717,883,49.21209455068437,494.18528336078555,571828.771182691,187.41128798377693,1
48985,4452,797,478.3602169446749,232.63876563796165,253642.47434137555,448.22658210822453,0
302919,4287,3643,299.6798625210828,29.118915410137614,228061.8169000199,601.02587748869,0
264713,3739,3426,364.32814211830134,131.13716090749244,11526.014052985256,327.3766801153992,0
120152,2470,1297,157.68187163305873,218.0352401096563,130340.7235690719,780.9448189504872,0
455809,4796,4715,196.5735647470076,78.45131207306005,309268.11149969534,840.4495816388054,1
985068,557,245,118.46199694836173,473.7825631620215,116878.76059093904,323.6094694340708,0
133768,826,2896,48.482835482712375,383.4244489088866,985858.4404109375,838.6571544924572,0
648664,2809,930,89.5158187207919,134.14360021388632,308632.64852395066,103.57656610301503,0
703551,4522,520,398.7570226482429,295.4022667589579,130323.94670232816,837.7290986226564,0
136331,2720,3213,338.77290259188794,360.72457855478604,199082.31282795774,152.7504316676166,1
480755,3509,2410,273.46443799273845,470.639464453399,587703.2283414765,82.92715250972604,0
301649,3742,8,237.54493643338404,440.8176745877053,64043.52386478851,641.7754044410112,1
688520,1575,2526,461.2171418280622,257.5961130691068,862434.1301411568,471.9373657552943,0
13987,3999,3424,36.3674738893342,387.3263098965088,961499.6792371473,907.8906004128328,0
586147,2130,2020,140.300406618958,281.0723769137925,246747.42066738088,363.18919609084924,1
129313,2404,4591,174.968926785357,276.35194502277005,450095.26859085937,287.1522634376287,0
12667,3330,4283,391.2129061063939,57.370979169095946,22134.45102949707,500.73490614419836,0
300805,589,3668,496.2573100809857,63.06882900807603,640710.2247272215,455.9461857686613,0
134634,2013,3672,120.33525737857653,264.7668075112287,413926.05805258884,344.42804621718824,0
288999,1548,2802,437.1536670685403,134.4307724895033,270058.4661015557,693.7412986983286,1
850938,295,86,415.31138021589567,10.518451230234316,206837.11061660846,759.5618339139083,0
628777,1986,3116,112.3286988208833,361.41960195010614,654023.0776587605,852.9839690301367,1
707612,3118,4233,199.66629009961127,16.24329834508248,416217.03103231447,972.8566047103428,0
284807,1691,2469,204.83643464625956,297.6384205520273,179659.289029912,266.6561921325045,0
794825,1137,3620,489.1103342632791,269.5968970636572,689109.0814868241,716.0934824899615,0
30536,2065,1637,90.44595068944916,484.4073452889022,565072.2830366937,394.2582354957452,0
996108,4456,3584,399.57898555239103,242.10656967382081,858672.0549294961,677.0819719511081,1
375714,4796,4010,167.09635708655495,31.80071818889868,117475.8988764929,475.98169034922034,0
838689,4544,3327,365.4351728880802,275.8439839032308,785666.6019444561,993.7731027679316,0
351280,4771,2219,210.00550214783144,420.5480853080507,673516.786817259,728.9021357907499,1
913911,1008,2218,289.17988155827004,498.42464214072,115010.93682809782,952.4913004343246,1
821655,2515,4968,416.30588666306556,215.17158684453625,694820.7298717208,834.9695494811857,0
601662,3527,2370,402.08278249194206,160.14937124837127,441547.2888798304,902.9010111633711,1
997080,4682,3639,433.2115917698501,453.32664847599943,944984.785555843,814.4191972146749,0
647973,1248,2504,29.80866267232951,95.62106453806068,141611.3506178993,459.1591303759114,0
489571,3903,944,346.0252765198724,307.7144575164633,642833.390815738,251.78845334688438,0
456552,1436,2838,69.99368836088144,202.85721209047387,381980.04546294594,370.3201754505222,0
273110,572,2661,207.9092840092055,20.541182477777642,956814.6705908778,20.236232639950448,0
24539,2383,2937,274.2942075273442,173.6442371528489,329974.89529027644,523.9931674646672,0
894499,1246,4445,201.36974237341536,132.6142612513373,962185.9094918001,505.0578002704087,0
201665,2085,3948,259.80583790150376,343.0455769717434,901485.8511007491,525.2504648304882,1
491235,278,1677,498.2631543993096,474.3952488459591,270383.2353106563,974.0312249720638,1
899685,1888,1197,67.60865685642736,134.0235936893189,803541.7768264277,911.4540034548393,1
139183,4580,4106,337.72802266821276,405.73296957584085,995604.201803506,161.712778330108,0
472526,1266,2788,198.00048319280762,27.67990846920476,252663.00217128234,368.8825215558892,0
158339,4827,1462,66.5048994536644,269.0605050199066,436777.1693233197,423.9561794632619,0
184065,1041,3319,79.36838168715477,35.275031854947294,520180.73656675965,360.53291785164777,0
214021,918,667,474.63655312280844,467.01649556531964,294931.13580386434,798.4959636039131,0
623095,886,2177,439.800748355881,383.1756402786951,15264.839646029759,524.0376698675869,0
924415,2753,3744,453.5209802075109,328.9749556022962,220129.24419752666,572.099816971625,1
897422,22,601,495.7663879136933,411.94819081233214,281936.88434175844,853.0135589879255,0
615271,4570,2653,104.15769500425898,323.7598977850816,443599.7013181872,805.9281534153586,0
645915,3192,4423,177.71966868203089,484.47219858714556,171102.47841340187,132.21152282029968,0
119177,2354,3825,334.60951496243337,356.97897393238577,873254.3566916726,713.9145840836343,0
917711,4800,3907,241.90126993032362,462.3293047911234,704911.132731336,435.43612890203553,0
218127,687,980,209.19476668916676,258.565946005319,85200.47755966197,294.6489030625005,0
218970,285,2452,178.90562466779653,58.53220649093133,650092.4511399315,50.01882090218635,0
122410,4812,629,296.8903159717261,264.0888607115086,653656.4764056205,487.24956034545096,0
547708,3748,1630,287.796714320041,63.43641403154665,956221.1736436277,355.43668072453136,0
968141,763,3697,80.72891703212004,296.2467395882025,3020.8713561612476,251.5130396764008,1
253619,2429,3431,235.86991875921953,241.24653026383146,247932.4498058072,694.6717295969576,1
769599,2508,3675,276.7358881049249,311.28769891639087,927791.4793753155,769.485387315587,0
50016,29,3930,285.14346936569524,5.023490527415797,932133.915398283,244.7895190294248,0
772839,907,2766,105.0535964561759,97.42024582768205,720586.4193706374,49.447436679347256,1
122097,3105,4370,371.1356961261434,245.66521595606545,765763.3210475399,848.752700565235,0
631348,4000,4781,12.599547410534818,475.2517807945674,91482.95792964712,9.959741204303318,0
185341,2995,116,177.41592777158132,191.8045201775792,513875.8347782336,937.112493921472,0
110688,2507,4957,390.1063242678168,212.18601302681734,231582.9912889994,627.6198739827059,0
874372,4666,2004,281.94646052770116,357.3480445033111,181218.04361361725,321.8466352013203,1
411358,3610,693,130.58121625543012,301.896378643059,810303.2991233325,246.4779095767362,1
735717,3554,3163,347.47655967152383,149.4630750491666,135038.13668054744,9.005664264475243,0
105879,1454,1106,283.6954720780367,205.4081977837139,468651.63699638523,235.47141701087716,0
727271,4834,3009,398.1218047281936,108.84989942861623,938578.239586033,137.72830151714112,0
973549,3357,2162,367.51259309491167,483.01072956510427,185832.05556534254,612.1662207231457,0
198287,516,154,305.0539610181173,65.31719077867987,977993.4237382346,166.5455885938013,1
773291,39,3700,244.08883765540702,185.91839228320973,994287.985761059,528.6298375366193,0
774685,3343,4411,66.59106283376171,12.919486110005597,555617.154682403,590.1164223444708,0
164900,887,3787,130.66650894269188,110.8897459667732,170142.74017715792,298.04169834691453,1
973325,2845,1065,209.54973645854264,390.23556919007746,316104.8879408956,35.06494901871871,1
324768,2205,4201,299.64964350319434,100.58761614443974,424492.8326765351,37.2538806141961,1
999239,1099,1914,256.8539276076524,40.0317012644828,309324.2243582229,26.347332193917605,0
861883,1824,1217,144.09226297976474,237.22658992226164,280635.5798765158,739.1246671365462,0
879859,3202,2402,3.2321788948552754,4.984617367259247,972229.7092163576,318.0097048142981,0
379990,3156,1773,248.11961095040698,42.38307721316659,153364.82741574565,796.3001859676637,0
415516,3094,1961,142.81299428112155,403.81293478148757,733327.9087168622,431.73282384284914,1
43586,3531,2781,367.30415035526755,385.7366724298032,410.2894391748713,452.99810082996385,0
371370,3779,4805,11.973132635241745,457.569410202448,596182.6694023769,512.8826025095738,1
64045,2897,4747,292.41390565289544,427.25771795537474,915943.0039540523,713.0314563751039,0
960062,3454,2872,470.7371187530327,341.58778161990904,287934.094093219,273.50286582970705,1
442297,3512,661,87.20463355574975,26.16642865033142,185525.9752577192,121.5873495335269,0
109557,989,2636,235.82474537529768,391.42430899332874,651679.7948784269,556.0573351914614,1
526982,4117,2330,45.71099590856909,422.7554054202802,712601.4072983932,326.97762324273924,0
881692,4965,3955,312.8409561306763,399.54107288597726,688030.5189519813,442.4913136680374,0
767596,4027,2451,275.2658402981128,254.23951765401304,319316.88002137403,646.9467083373054,1
200236,4180,1133,203.68276210641616,116.45091932474084,252202.40215933087,494.1257411412706,0
25940,1683,700,260.6885107368706,422.66498784436334,955918.7999620442,620.2788171008428,0
966430,4666,2039,448.2873292345051,363.58140487006926,923299.5082699294,544.2000021136279,1
960446,3964,4648,98.14715115553352,490.3805871944258,457316.6098928203,739.7963719360991,0
152907,934,4501,11.282255852673618,77.84629887796646,846193.8661543734,705.93661771162,0
542336,3599,4558,430.8324423495505,112.83229152602753,452323.47763429605,534.1898918086192,0
288250,3234,2180,288.55854119395326,105.89907494075135,424389.0180725104,678.9030208597069,1
75767,1981,2839,445.3292277309212,396.2698838106684,156762.94759929465,873.5596022726128,0
408924,1856,874,298.4726117065863,93.45364822505908,426406.0564919728,432.2712877881686,0
415193,3057,84,405.08054497985125,33.32991491165305,537416.938599807,412.76307274879366,0
568551,793,1423,214.83668167757398,499.2804032928143,22504.327428686465,764.2456208523802,0
387262,792,2676,374.92996564413437,12.408605722574572,444113.0051754064,582.553837041994,0
810209,1810,3181,456.520733444928,417.6220300794328,781356.2183952003,71.00678022258855,0
685441,2256,4317,286.0614818611031,182.6834207753264,680046.0563742699,892.1120156910813,0
652665,3611,3976,90.39257528118976,420.80772987890765,635156.988863935,30.783102237640136,0
984347,1608,1392,134.3988075150991,277.3102456055725,909555.4284372025,748.3963562097431,0
454590,985,3219,99.32228844870289,450.81561474318005,18032.009825230012,758.7941427043129,0
137849,3677,4208,123.42851379786646,463.09649320731336,557047.5861922342,953.1110852819304,0
617076,3381,615,153.2077246755182,4.549090640387998,787348.8484097071,54.13440840232076,0
127949,520,2972,277.56689337659424,37.70608799639413,541335.3827012673,596.856860784491,0
579305,591,3566,293.99581473191637,125.17936478542774,323895.5525803792,427.84057062705295,0
402691,1051,3577,213.24987362093057,334.6577081817508,136250.56509197786,330.63295485954205,0
499047,3634,4571,307.7103899104177,444.136098255753,887563.0718161913,90.31856029907304,1
451270,4445,271,40.787462805682964,229.97097564698137,470762.392387603,562.6541196713092,0
21960,960,4067,43.89411852907998,303.4865581371327,878115.1969857014,479.04072567461367,0
660891,693,2469,85.91473017882922,94.24992639778057,585852.1224331683,104.55445815102426,0
750217,3900,1391,259.03874902017236,402.4834169408427,674192.1166150008,612.4895070970833,0
905534,4474,3355,106.99733934915679,483.66405567673485,804261.15437845,737.9531202529384,1
790181,2947,4136,141.64220174628866,134.29946645729873,659155.5446001344,767.2783010536482,0
228577,527,3608,200.15641808649704,247.41297580027316,398054.84067893773,905.3731882624274,0
537834,3225,2584,405.9330620051899,43.0580552531869,513633.383928651,409.4707418887772,0
914092,2254,4074,6.931067956430059,279.5683282314842,803045.5246758799,953.072768622137,0
983704,3345,3076,324.68941011831123,251.39172092334027,373650.2963729842,865.4294050826861,0
165839,3966,3907,334.43826552034267,72.2182420775388,388121.45676849707,296.50157102393905,0
335675,1876,290,399.3278901783183,221.03310655903752,95690.11605800115,159.28303734945848,1
879990,1764,2481,466.3764695301566,167.05232604328162,914584.4352217477,435.3893961280134,0
61088,521,3253,10.068924474644913,260.9154376525947,91036.31494544173,401.8987079559666,0
593129,1017,279,76.89185275660809,292.8271677143996,648209.1774485558,575.7193053312043,0
118452,117,2925,443.0856470279965,4.247789303604755,413194.4788027977,583.386232327748,0
447601,2434,581,229.2592810935077,380.5029914747777,405619.39025544235,749.9869843799753,0
837438,584,4959,282.29531946673177,356.5071459308704,679551.8365726839,509.88994820561015,0
439793,395,254,331.5136018615737,183.1431931032611,67093.73262987872,104.82264094076554,0
39354,3789,4277,339.5333022478187,26.46796778440913,593705.7829514346,858.2913355531061,0
193076,2769,4777,465.8702016582541,377.4662698925252,772031.7859723548,309.76458318518706,1
214284,4168,825,498.4747087058348,477.5875802390662,828212.7578865942,971.297460306592,0
314878,3861,3833,360.07873046547013,120.0757980110071,170530.3893937753,117.86010867977015,1
65319,274,700,143.61060460257542,161.76230686851895,897419.0500781736,958.2511722325032,0
765314,2014,1381,439.8762011471718,91.90644474090747,656146.0918474422,91.01180688251698,0
482691,4434,3897,24.610457270380802,288.4680616724198,881854.8008206828,231.03613794705947,1
416881,1390,1674,115.5404264372481,77.42069732372747,485280.7171101983,46.57994208654159,0
591461,3567,2728,448.6928587318574,178.09697173068972,542033.345097202,705.113146638995,1
740977,4703,3157,128.09575721967747,348.5065069671315,919038.2770286711,850.2987365717918,1
781240,166,3389,110.32552981087423,280.0579915046742,899909.5433546718,434.0710818159804,0
93265,1568,4308,69.06264657012362,193.23128216396762,448160.873369002,928.5220750424297,0
770747,729,384,429.5558788234583,210.12480090377096,274412.6316356817,590.2990717555996,0
813169,2044,342,250.02912959554337,281.05544131161474,393170.43456426414,630.0071354465232,1
225282,4198,1988,337.4466015270774,2.9323639435806514,387764.32852974976,845.4192017007699,1
637148,3497,4060,119.53319203751484,39.25493422680493,286866.87498279393,296.80020505183893,0
898614,779,4940,379.02021050560825,440.6290338815058,268579.60433296656,354.2657213276258,0
394071,214,3110,380.00277248104925,38.93949454564538,861062.9364797195,905.9519191946443,0
352229,3763,4083,156.29901245415007,353.40179810525257,69861.92068466169,900.9634960387638,0
431840,1577,4516,205.34131650514144,460.0190820545263,677611.1820995942,976.4827762008708,0
269537,2449,2799,104.84513871510043,135.34180215086556,172820.0514564523,901.8383164416712,0
317825,2937,3241,488.2805116614521,185.24571852975714,344505.8933940632,127.37203603336089,0
257427,3118,1989,322.8012885292058,284.46070292235817,61543.03413483686,823.7242861369873,0
177790,592,3415,467.2719403577578,440.85448481929234,269973.63685546204,409.83847810959406,1
513154,2721,1850,151.69277181456658,470.95279363021007,768421.0711172421,990.8013559459379,1
742453,714,306,390.94545649844486,369.78162405563404,885015.3245472587,472.2809643288011,1
837292,936,3614,382.929321942371,43.30988042734701,221527.15190236704,553.8360825022206,1
125658,4338,2750,345.8278259332708,334.5770777674254,463547.83925892186,529.7749152567985,0
235168,2,4965,482.81948763340023,205.15186093633102,470324.0479372064,321.73702985827777,0
681670,2849,1136,196.77766805315778,235.35049974553078,873575.3057597342,75.02208889291818,0
480672,4045,206,65.35866179487864,24.57419517258852,762799.0528758054,895.6512304019185,1
719095,1950,4592,335.8544296220304,95.53106967317909,513077.2183680499,802.6758125262868,1
70468,918,3451,364.6549002386031,395.25680376682385,670747.2004717734,139.52678055966928,1
183735,3175,3812,287.53028672940735,226.9794165239299,847355.0539093668,776.7682713500728,1
622795,2242,3623,103.40894656669813,150.83112081557442,9538.954025544943,625.84666605061,0
109752,90,3600,252.22797083467768,192.0095369824791,402890.0310500486,409.1437879176223,0
381051,1710,2552,156.0948682845647,427.1997566628401,907243.1672770786,254.02114909556272,0
930193,2170,4309,213.73326408334452,374.49950870247847,740313.0308439514,859.7287835022324,0
811775,4239,310,322.60928792233193,136.1576985905414,542841.3743340747,700.1882592940531,0
692518,3042,2709,372.6073713454173,58.750920106186655,529644.5270351334,547.7399094691368,0
461080,106,1992,116.11234545067155,125.99911082203586,347770.0976044378,609.5685338984641,0
368453,887,272,202.66268032347668,460.37822552736685,520520.53364151454,91.06618208218097,0
969588,428,3643,134.58078549581458,290.7944189248777,655383.1994634533,473.91976091119193,0
106082,1896,4087,99.31580693093456,266.74010437239144,418363.0384287931,193.700292785702,0
983238,317,1823,391.69360999791917,298.19679984623076,714153.146392174,208.38367900882537,0
613334,635,3274,454.6263472184962,183.01413287325764,861232.2272603859,661.3039622868667,0
558987,1926,4539,185.11609284228837,403.5535101597564,154684.84818486116,911.2561518342881,0
110079,2057,4350,375.6394621868834,261.6431246501249,451547.02281742444,403.75661047834654,1
867056,3145,521,448.49764468220553,58.37395138439777,408020.0912850811,207.74927301219037,0
22672,2271,977,423.0621052651158,64.53256241453148,687464.8040497281,648.7469372366543,0
418401,1440,3723,91.40669426961296,268.4295732513092,249867.46525792935,871.1870463503177,1
355529,553,3552,478.14594075668066,468.28510903541957,640250.9149522763,748.3188011224909,1
959612,716,4106,188.33822021473122,154.17606083809937,877489.241731488,868.7572305365871,1
610491,3912,2774,169.62033058691816,434.77058442960913,418131.5997936227,536.5546710107993,0
51664,1714,2553,31.215663638890167,382.04779328943965,911015.69997922,751.8762443691909,0
15709,3390,2833,243.0868270524415,123.90622145345343,993163.7389334784,140.06455935893646,0
878339,1108,3908,54.50680782046435,18.170374158121227,106092.04994795207,348.2746153631915,0
311956,4207,153,124.26991046371299,50.92363257119137,233053.18798485864,389.54916448152244,1
133884,251,2965,158.47131088364068,364.2469669237201,950379.7514820932,511.2957462460346,0
318395,2431,2917,404.41316174584205,99.83486902032335,958327.6864813868,929.0763602568237,0
